Ciclo 1: {'Temperatura': 20.13, 'Umidade': 58.15, 'Pressao': 1006.4}
Ciclo 297: {'Temperatura': 25.68, 'Umidade': 45.9, 'Pressao': 1002.56}
Ciclo 298: {'Temperatura': 21.52, 'Umidade': 43.75, 'Pressao': 1013.87}
Ciclo 299: {'Temperatura': 27.19, 'Umidade': 45.02, 'Pressao': 1000.22}
Ciclo 300: {'Temperatura': 23.6, 'Umidade': 52.22, 'Pressao': 1008.81}
Ciclo 301: {'Temperatura': 29.13, 'Umidade': 48.45, 'Pressao': 1013.24}
Ciclo 302: {'Temperatura': 21.54, 'Umidade': 41.22, 'Pressao': 1012.58}
Ciclo 303: {'Temperatura': 27.1, 'Umidade': 48.67, 'Pressao': 1008.78}
Ciclo 304: {'Temperatura': 20.44, 'Umidade': 54.32, 'Pressao': 1000.53}
Ciclo 305: {'Temperatura': 20.72, 'Umidade': 49.15, 'Pressao': 1001.13}
Ciclo 306: {'Temperatura': 24.12, 'Umidade': 56.36, 'Pressao': 1017.69}
Ciclo 307: {'Temperatura': 27.62, 'Umidade': 53.82, 'Pressao': 1017.84}
Ciclo 308: {'Temperatura': 28.33, 'Umidade': 57.5, 'Pressao': 1000.28}
Ciclo 309: {'Temperatura': 24.88, 'Umidade': 59.75, 'Pressao': 1006.14}
Ciclo 310: {'Temperatura': 20.38, 'Umidade': 46.91, 'Pressao': 1014.84}
Ciclo 311: {'Temperatura': 25.42, 'Umidade': 46.37, 'Pressao': 1018.71}
Ciclo 312: {'Temperatura': 21.99, 'Umidade': 45.22, 'Pressao': 1004.86}
Ciclo 313: {'Temperatura': 26.37, 'Umidade': 41.14, 'Pressao': 1014.71}
Ciclo 314: {'Temperatura': 20.11, 'Umidade': 45.33, 'Pressao': 1007.16}
Ciclo 315: {'Temperatura': 20.79, 'Umidade': 59.93, 'Pressao': 1004.22}
Ciclo 316: {'Temperatura': 26.32, 'Umidade': 47.91, 'Pressao': 1018.03}
Ciclo 317: {'Temperatura': 27.98, 'Umidade': 46.29, 'Pressao': 1017.64}
Ciclo 318: {'Temperatura': 27.47, 'Umidade': 42.2, 'Pressao': 1005.18}
Ciclo 319: {'Temperatura': 25.82, 'Umidade': 46.6, 'Pressao': 1012.2}
Ciclo 320: {'Temperatura': 23.09, 'Umidade': 52.58, 'Pressao': 1006.4}
Ciclo 321: {'Temperatura': 22.51, 'Umidade': 50.04, 'Pressao': 1017.43}
Ciclo 322: {'Temperatura': 23.94, 'Umidade': 43.14, 'Pressao': 1007.18}
Ciclo 323: {'Temperatura': 29.89, 'Umidade': 42.37, 'Pressao': 1012.43}
Ciclo 324: {'Temperatura': 22.55, 'Umidade': 55.71, 'Pressao': 1013.58}
Ciclo 325: {'Temperatura': 27.38, 'Umidade': 50.28, 'Pressao': 1008.36}
Ciclo 326: {'Temperatura': 22.05, 'Umidade': 50.81, 'Pressao': 1015.41}
Ciclo 327: {'Temperatura': 28.5, 'Umidade': 54.56, 'Pressao': 1015.29}
Ciclo 328: {'Temperatura': 21.8, 'Umidade': 43.95, 'Pressao': 1013.78}
Ciclo 329: {'Temperatura': 24.05, 'Umidade': 43.64, 'Pressao': 1003.19}
Ciclo 330: {'Temperatura': 22.31, 'Umidade': 47.07, 'Pressao': 1002.58}
Ciclo 331: {'Temperatura': 23.61, 'Umidade': 51.65, 'Pressao': 1015.79}
Ciclo 332: {'Temperatura': 22.26, 'Umidade': 58.62, 'Pressao': 1011.82}
Ciclo 333: {'Temperatura': 28.24, 'Umidade': 55.72, 'Pressao': 1011.45}
Ciclo 334: {'Temperatura': 27.65, 'Umidade': 57.7, 'Pressao': 1013.67}
Ciclo 335: {'Temperatura': 29.27, 'Umidade': 48.13, 'Pressao': 1017.4}
Ciclo 336: {'Temperatura': 21.99, 'Umidade': 49.01, 'Pressao': 1008.27}
Ciclo 337: {'Temperatura': 27.72, 'Umidade': 59.18, 'Pressao': 1010.42}
Ciclo 338: {'Temperatura': 24.66, 'Umidade': 57.17, 'Pressao': 1005.88}
Ciclo 339: {'Temperatura': 23.1, 'Umidade': 48.69, 'Pressao': 1010.86}
Ciclo 340: {'Temperatura': 21.61, 'Umidade': 46.33, 'Pressao': 1003.23}
Ciclo 341: {'Temperatura': 21.16, 'Umidade': 46.56, 'Pressao': 1014.71}
Ciclo 342: {'Temperatura': 25.64, 'Umidade': 41.86, 'Pressao': 1019.3}
Ciclo 343: {'Temperatura': 24.98, 'Umidade': 47.06, 'Pressao': 1015.49}
Ciclo 344: {'Temperatura': 27.23, 'Umidade': 58.42, 'Pressao': 1017.48}
Ciclo 345: {'Temperatura': 21.6, 'Umidade': 43.33, 'Pressao': 1008.75}
Ciclo 346: {'Temperatura': 26.46, 'Umidade': 56.72, 'Pressao': 1007.29}
Ciclo 347: {'Temperatura': 21.57, 'Umidade': 47.4, 'Pressao': 1003.47}
Ciclo 348: {'Temperatura': 24.77, 'Umidade': 57.79, 'Pressao': 1019.56}
Ciclo 349: {'Temperatura': 23.9, 'Umidade': 54.52, 'Pressao': 1019.85}
Ciclo 350: {'Temperatura': 23.53, 'Umidade': 53.36, 'Pressao': 1014.22}
Ciclo 351: {'Temperatura': 24.89, 'Umidade': 57.01, 'Pressao': 1017.81}
Ciclo 352: {'Temperatura': 23.75, 'Umidade': 51.83, 'Pressao': 1007.38}
Ciclo 353: {'Temperatura': 27.81, 'Umidade': 57.73, 'Pressao': 1006.28}
Ciclo 354: {'Temperatura': 25.56, 'Umidade': 42.86, 'Pressao': 1012.48}
Ciclo 355: {'Temperatura': 29.56, 'Umidade': 48.07, 'Pressao': 1007.14}
Ciclo 356: {'Temperatura': 20.41, 'Umidade': 57.23, 'Pressao': 1002.94}
Ciclo 357: {'Temperatura': 27.79, 'Umidade': 45.93, 'Pressao': 1009.53}
Ciclo 358: {'Temperatura': 21.19, 'Umidade': 45.13, 'Pressao': 1014.12}
Ciclo 359: {'Temperatura': 25.64, 'Umidade': 42.55, 'Pressao': 1017.36}
Ciclo 360: {'Temperatura': 28.38, 'Umidade': 49.31, 'Pressao': 1002.07}
Ciclo 361: {'Temperatura': 20.33, 'Umidade': 54.2, 'Pressao': 1006.78}
Ciclo 362: {'Temperatura': 25.91, 'Umidade': 40.76, 'Pressao': 1018.08}
Ciclo 363: {'Temperatura': 22.97, 'Umidade': 43.19, 'Pressao': 1002.59}
Ciclo 364: {'Temperatura': 20.52, 'Umidade': 51.74, 'Pressao': 1015.24}
Ciclo 365: {'Temperatura': 20.62, 'Umidade': 58.6, 'Pressao': 1001.06}
Ciclo 366: {'Temperatura': 28.0, 'Umidade': 53.76, 'Pressao': 1017.14}
Ciclo 367: {'Temperatura': 20.77, 'Umidade': 48.1, 'Pressao': 1017.97}
Ciclo 368: {'Temperatura': 28.03, 'Umidade': 53.71, 'Pressao': 1005.98}
Ciclo 369: {'Temperatura': 22.31, 'Umidade': 56.86, 'Pressao': 1014.33}
Ciclo 370: {'Temperatura': 20.95, 'Umidade': 47.19, 'Pressao': 1006.99}
Ciclo 371: {'Temperatura': 28.14, 'Umidade': 56.02, 'Pressao': 1006.17}
Ciclo 372: {'Temperatura': 27.4, 'Umidade': 56.03, 'Pressao': 1016.64}
Ciclo 373: {'Temperatura': 27.41, 'Umidade': 48.21, 'Pressao': 1015.03}
Ciclo 374: {'Temperatura': 20.22, 'Umidade': 43.24, 'Pressao': 1008.06}
Ciclo 375: {'Temperatura': 26.25, 'Umidade': 59.07, 'Pressao': 1006.96}
Ciclo 376: {'Temperatura': 21.29, 'Umidade': 42.15, 'Pressao': 1003.69}
Ciclo 377: {'Temperatura': 20.97, 'Umidade': 43.88, 'Pressao': 1012.92}
Ciclo 378: {'Temperatura': 26.67, 'Umidade': 44.68, 'Pressao': 1003.08}
Ciclo 379: {'Temperatura': 29.54, 'Umidade': 42.61, 'Pressao': 1008.78}
Ciclo 380: {'Temperatura': 20.67, 'Umidade': 42.3, 'Pressao': 1001.69}
Ciclo 381: {'Temperatura': 28.26, 'Umidade': 59.68, 'Pressao': 1010.9}
Ciclo 382: {'Temperatura': 23.37, 'Umidade': 49.65, 'Pressao': 1003.25}
Ciclo 383: {'Temperatura': 29.57, 'Umidade': 41.78, 'Pressao': 1013.1}
Ciclo 384: {'Temperatura': 25.56, 'Umidade': 43.99, 'Pressao': 1004.99}
Ciclo 385: {'Temperatura': 21.99, 'Umidade': 41.2, 'Pressao': 1008.31}
Ciclo 386: {'Temperatura': 23.95, 'Umidade': 52.62, 'Pressao': 1005.25}
Ciclo 387: {'Temperatura': 21.87, 'Umidade': 59.35, 'Pressao': 1004.69}
Ciclo 388: {'Temperatura': 29.68, 'Umidade': 51.24, 'Pressao': 1002.57}
Ciclo 389: {'Temperatura': 28.0, 'Umidade': 45.59, 'Pressao': 1000.86}
Ciclo 390: {'Temperatura': 25.31, 'Umidade': 43.85, 'Pressao': 1017.98}
Ciclo 391: {'Temperatura': 24.32, 'Umidade': 59.5, 'Pressao': 1004.9}
Ciclo 392: {'Temperatura': 29.11, 'Umidade': 43.92, 'Pressao': 1018.68}
Ciclo 393: {'Temperatura': 24.17, 'Umidade': 52.2, 'Pressao': 1004.44}
Ciclo 394: {'Temperatura': 26.74, 'Umidade': 59.02, 'Pressao': 1003.02}
Ciclo 395: {'Temperatura': 22.76, 'Umidade': 52.09, 'Pressao': 1018.62}
Ciclo 396: {'Temperatura': 25.76, 'Umidade': 52.23, 'Pressao': 1003.28}
Ciclo 397: {'Temperatura': 23.6, 'Umidade': 43.84, 'Pressao': 1004.8}
Ciclo 398: {'Temperatura': 21.23, 'Umidade': 47.2, 'Pressao': 1008.59}
Ciclo 399: {'Temperatura': 25.16, 'Umidade': 50.37, 'Pressao': 1014.87}
Ciclo 400: {'Temperatura': 26.27, 'Umidade': 56.25, 'Pressao': 1006.83}
Ciclo 401: {'Temperatura': 28.92, 'Umidade': 54.32, 'Pressao': 1009.92}
Ciclo 402: {'Temperatura': 28.58, 'Umidade': 53.67, 'Pressao': 1015.09}
Ciclo 403: {'Temperatura': 29.92, 'Umidade': 54.85, 'Pressao': 1017.76}
Ciclo 404: {'Temperatura': 23.23, 'Umidade': 54.08, 'Pressao': 1003.56}
Ciclo 405: {'Temperatura': 29.6, 'Umidade': 40.86, 'Pressao': 1015.6}
Ciclo 406: {'Temperatura': 22.41, 'Umidade': 56.28, 'Pressao': 1000.88}
Ciclo 407: {'Temperatura': 25.76, 'Umidade': 50.61, 'Pressao': 1008.09}
Ciclo 408: {'Temperatura': 21.38, 'Umidade': 53.08, 'Pressao': 1003.72}
Ciclo 409: {'Temperatura': 28.71, 'Umidade': 56.2, 'Pressao': 1007.94}
Ciclo 410: {'Temperatura': 24.67, 'Umidade': 40.53, 'Pressao': 1015.59}
Ciclo 411: {'Temperatura': 25.02, 'Umidade': 48.35, 'Pressao': 1007.85}
Ciclo 412: {'Temperatura': 26.17, 'Umidade': 49.49, 'Pressao': 1000.2}
Ciclo 413: {'Temperatura': 25.37, 'Umidade': 48.16, 'Pressao': 1002.01}
Ciclo 414: {'Temperatura': 29.0, 'Umidade': 54.81, 'Pressao': 1003.54}
Ciclo 415: {'Temperatura': 24.39, 'Umidade': 48.8, 'Pressao': 1012.75}
Ciclo 416: {'Temperatura': 22.69, 'Umidade': 55.35, 'Pressao': 1019.82}
Ciclo 417: {'Temperatura': 24.2, 'Umidade': 46.48, 'Pressao': 1018.61}
Ciclo 418: {'Temperatura': 28.01, 'Umidade': 43.29, 'Pressao': 1011.23}
Ciclo 419: {'Temperatura': 29.08, 'Umidade': 46.34, 'Pressao': 1002.62}
Ciclo 420: {'Temperatura': 23.7, 'Umidade': 55.03, 'Pressao': 1017.46}
Ciclo 421: {'Temperatura': 25.87, 'Umidade': 40.35, 'Pressao': 1011.27}
Ciclo 422: {'Temperatura': 21.03, 'Umidade': 54.26, 'Pressao': 1003.09}
Ciclo 423: {'Temperatura': 21.37, 'Umidade': 44.8, 'Pressao': 1007.13}
Ciclo 424: {'Temperatura': 24.62, 'Umidade': 49.09, 'Pressao': 1009.39}
Ciclo 425: {'Temperatura': 22.64, 'Umidade': 58.66, 'Pressao': 1005.34}
Ciclo 426: {'Temperatura': 29.72, 'Umidade': 42.26, 'Pressao': 1011.22}
Ciclo 427: {'Temperatura': 29.36, 'Umidade': 45.42, 'Pressao': 1014.48}
Ciclo 428: {'Temperatura': 21.36, 'Umidade': 52.34, 'Pressao': 1000.78}
Ciclo 429: {'Temperatura': 25.61, 'Umidade': 57.97, 'Pressao': 1003.24}
Ciclo 430: {'Temperatura': 20.54, 'Umidade': 41.21, 'Pressao': 1015.92}
Ciclo 431: {'Temperatura': 20.49, 'Umidade': 59.41, 'Pressao': 1002.19}
Ciclo 432: {'Temperatura': 25.89, 'Umidade': 52.98, 'Pressao': 1018.09}
Ciclo 433: {'Temperatura': 29.4, 'Umidade': 49.62, 'Pressao': 1015.48}
Ciclo 434: {'Temperatura': 26.73, 'Umidade': 58.83, 'Pressao': 1003.33}
Ciclo 435: {'Temperatura': 24.3, 'Umidade': 42.69, 'Pressao': 1013.21}
Ciclo 436: {'Temperatura': 22.21, 'Umidade': 56.55, 'Pressao': 1015.12}
Ciclo 437: {'Temperatura': 29.99, 'Umidade': 48.45, 'Pressao': 1012.81}
Ciclo 438: {'Temperatura': 29.58, 'Umidade': 48.54, 'Pressao': 1007.04}
Ciclo 439: {'Temperatura': 27.89, 'Umidade': 50.33, 'Pressao': 1016.5}
Ciclo 440: {'Temperatura': 25.63, 'Umidade': 43.29, 'Pressao': 1013.65}
Ciclo 441: {'Temperatura': 24.84, 'Umidade': 44.86, 'Pressao': 1002.61}
Ciclo 442: {'Temperatura': 26.93, 'Umidade': 45.1, 'Pressao': 1017.69}
Ciclo 443: {'Temperatura': 21.95, 'Umidade': 40.35, 'Pressao': 1003.76}
Ciclo 444: {'Temperatura': 23.6, 'Umidade': 59.91, 'Pressao': 1014.29}
Ciclo 445: {'Temperatura': 29.43, 'Umidade': 54.47, 'Pressao': 1015.18}
Ciclo 446: {'Temperatura': 24.59, 'Umidade': 42.31, 'Pressao': 1014.02}
Ciclo 447: {'Temperatura': 22.47, 'Umidade': 46.91, 'Pressao': 1004.97}
Ciclo 448: {'Temperatura': 25.17, 'Umidade': 56.67, 'Pressao': 1016.12}
Ciclo 449: {'Temperatura': 27.41, 'Umidade': 42.92, 'Pressao': 1005.65}
Ciclo 450: {'Temperatura': 22.35, 'Umidade': 43.7, 'Pressao': 1009.69}
Ciclo 451: {'Temperatura': 29.6, 'Umidade': 57.16, 'Pressao': 1017.83}
Ciclo 452: {'Temperatura': 28.83, 'Umidade': 55.8, 'Pressao': 1009.02}
Ciclo 453: {'Temperatura': 25.48, 'Umidade': 55.28, 'Pressao': 1002.63}
Ciclo 454: {'Temperatura': 29.29, 'Umidade': 49.52, 'Pressao': 1000.46}
Ciclo 455: {'Temperatura': 28.09, 'Umidade': 58.1, 'Pressao': 1005.07}
Ciclo 456: {'Temperatura': 21.51, 'Umidade': 48.22, 'Pressao': 1009.42}
Ciclo 457: {'Temperatura': 27.35, 'Umidade': 42.27, 'Pressao': 1005.37}
Ciclo 458: {'Temperatura': 25.35, 'Umidade': 50.67, 'Pressao': 1017.45}
Ciclo 459: {'Temperatura': 29.79, 'Umidade': 57.17, 'Pressao': 1016.87}
Ciclo 460: {'Temperatura': 23.04, 'Umidade': 57.41, 'Pressao': 1009.03}
Ciclo 461: {'Temperatura': 28.62, 'Umidade': 57.98, 'Pressao': 1001.91}
Ciclo 462: {'Temperatura': 26.51, 'Umidade': 52.47, 'Pressao': 1015.14}
Ciclo 463: {'Temperatura': 21.95, 'Umidade': 42.91, 'Pressao': 1004.13}
Ciclo 464: {'Temperatura': 29.98, 'Umidade': 42.25, 'Pressao': 1002.85}
Ciclo 465: {'Temperatura': 25.31, 'Umidade': 55.34, 'Pressao': 1002.12}
Ciclo 466: {'Temperatura': 23.14, 'Umidade': 45.03, 'Pressao': 1000.09}
Ciclo 467: {'Temperatura': 29.37, 'Umidade': 52.0, 'Pressao': 1000.42}
Ciclo 468: {'Temperatura': 29.65, 'Umidade': 50.99, 'Pressao': 1006.01}
Ciclo 469: {'Temperatura': 20.25, 'Umidade': 50.49, 'Pressao': 1012.38}
Ciclo 470: {'Temperatura': 22.96, 'Umidade': 52.62, 'Pressao': 1000.14}
Ciclo 471: {'Temperatura': 23.11, 'Umidade': 55.61, 'Pressao': 1009.28}
Ciclo 472: {'Temperatura': 24.21, 'Umidade': 49.74, 'Pressao': 1005.99}
Ciclo 473: {'Temperatura': 27.09, 'Umidade': 53.56, 'Pressao': 1016.22}
Ciclo 474: {'Temperatura': 20.89, 'Umidade': 54.07, 'Pressao': 1010.74}
Ciclo 475: {'Temperatura': 29.19, 'Umidade': 43.1, 'Pressao': 1017.35}
Ciclo 476: {'Temperatura': 20.01, 'Umidade': 40.23, 'Pressao': 1014.69}
Ciclo 477: {'Temperatura': 29.42, 'Umidade': 44.18, 'Pressao': 1011.92}
Ciclo 478: {'Temperatura': 28.63, 'Umidade': 45.18, 'Pressao': 1004.14}
Ciclo 479: {'Temperatura': 23.97, 'Umidade': 42.16, 'Pressao': 1006.39}
Ciclo 480: {'Temperatura': 21.67, 'Umidade': 51.13, 'Pressao': 1007.97}
Ciclo 481: {'Temperatura': 26.93, 'Umidade': 52.6, 'Pressao': 1005.74}
Ciclo 482: {'Temperatura': 24.92, 'Umidade': 48.25, 'Pressao': 1012.14}
Ciclo 483: {'Temperatura': 25.24, 'Umidade': 50.75, 'Pressao': 1007.79}
Ciclo 484: {'Temperatura': 25.38, 'Umidade': 48.83, 'Pressao': 1000.66}
Ciclo 485: {'Temperatura': 20.02, 'Umidade': 40.79, 'Pressao': 1003.49}
Ciclo 486: {'Temperatura': 28.3, 'Umidade': 54.39, 'Pressao': 1003.43}
Ciclo 487: {'Temperatura': 27.91, 'Umidade': 57.24, 'Pressao': 1015.28}
Ciclo 488: {'Temperatura': 25.96, 'Umidade': 45.35, 'Pressao': 1018.36}
Ciclo 489: {'Temperatura': 29.22, 'Umidade': 43.94, 'Pressao': 1003.55}
Ciclo 490: {'Temperatura': 28.71, 'Umidade': 53.8, 'Pressao': 1010.43}
Ciclo 491: {'Temperatura': 20.01, 'Umidade': 47.39, 'Pressao': 1011.68}
Ciclo 492: {'Temperatura': 26.76, 'Umidade': 44.82, 'Pressao': 1002.94}
Ciclo 493: {'Temperatura': 26.97, 'Umidade': 53.93, 'Pressao': 1001.02}
Ciclo 494: {'Temperatura': 20.99, 'Umidade': 55.08, 'Pressao': 1002.89}
Ciclo 495: {'Temperatura': 20.41, 'Umidade': 58.0, 'Pressao': 1014.89}
Ciclo 496: {'Temperatura': 23.26, 'Umidade': 41.26, 'Pressao': 1019.92}
Ciclo 497: {'Temperatura': 21.25, 'Umidade': 40.45, 'Pressao': 1009.4}
Ciclo 498: {'Temperatura': 29.02, 'Umidade': 56.24, 'Pressao': 1003.17}
Ciclo 499: {'Temperatura': 26.63, 'Umidade': 41.51, 'Pressao': 1010.2}
Ciclo 500: {'Temperatura': 24.87, 'Umidade': 43.88, 'Pressao': 1002.27}
Ciclo 501: {'Temperatura': 21.43, 'Umidade': 51.82, 'Pressao': 1012.99}
Ciclo 502: {'Temperatura': 23.57, 'Umidade': 59.03, 'Pressao': 1000.59}
Ciclo 503: {'Temperatura': 27.07, 'Umidade': 40.33, 'Pressao': 1015.47}
Ciclo 504: {'Temperatura': 26.63, 'Umidade': 58.86, 'Pressao': 1002.15}
Ciclo 505: {'Temperatura': 25.99, 'Umidade': 50.53, 'Pressao': 1008.49}
Ciclo 506: {'Temperatura': 29.88, 'Umidade': 59.69, 'Pressao': 1003.26}
Ciclo 507: {'Temperatura': 24.62, 'Umidade': 48.83, 'Pressao': 1014.68}
Ciclo 508: {'Temperatura': 24.35, 'Umidade': 52.68, 'Pressao': 1005.54}
Ciclo 509: {'Temperatura': 21.4, 'Umidade': 49.94, 'Pressao': 1014.18}
Ciclo 510: {'Temperatura': 21.31, 'Umidade': 46.95, 'Pressao': 1017.36}
Ciclo 511: {'Temperatura': 21.48, 'Umidade': 44.81, 'Pressao': 1009.45}
Ciclo 512: {'Temperatura': 26.65, 'Umidade': 44.9, 'Pressao': 1010.79}
Ciclo 513: {'Temperatura': 26.94, 'Umidade': 59.65, 'Pressao': 1004.53}
Ciclo 514: {'Temperatura': 23.0, 'Umidade': 51.22, 'Pressao': 1015.12}
Ciclo 515: {'Temperatura': 21.31, 'Umidade': 59.54, 'Pressao': 1016.86}
Ciclo 516: {'Temperatura': 26.93, 'Umidade': 42.88, 'Pressao': 1000.96}
Ciclo 517: {'Temperatura': 27.95, 'Umidade': 41.6, 'Pressao': 1004.88}
Ciclo 518: {'Temperatura': 21.38, 'Umidade': 56.97, 'Pressao': 1005.84}
Ciclo 519: {'Temperatura': 28.86, 'Umidade': 41.3, 'Pressao': 1014.57}
Ciclo 520: {'Temperatura': 25.3, 'Umidade': 50.43, 'Pressao': 1018.94}
Ciclo 521: {'Temperatura': 27.79, 'Umidade': 45.89, 'Pressao': 1014.81}
Ciclo 522: {'Temperatura': 22.07, 'Umidade': 50.92, 'Pressao': 1003.8}
Ciclo 523: {'Temperatura': 29.94, 'Umidade': 57.28, 'Pressao': 1018.3}
Ciclo 524: {'Temperatura': 20.22, 'Umidade': 52.42, 'Pressao': 1019.7}
Ciclo 525: {'Temperatura': 29.76, 'Umidade': 48.5, 'Pressao': 1014.83}
Ciclo 526: {'Temperatura': 27.21, 'Umidade': 51.47, 'Pressao': 1014.55}
Ciclo 527: {'Temperatura': 27.78, 'Umidade': 53.72, 'Pressao': 1013.95}
Ciclo 528: {'Temperatura': 21.6, 'Umidade': 42.07, 'Pressao': 1006.15}
Ciclo 529: {'Temperatura': 26.47, 'Umidade': 49.34, 'Pressao': 1018.36}
Ciclo 530: {'Temperatura': 26.27, 'Umidade': 57.26, 'Pressao': 1016.26}
Ciclo 531: {'Temperatura': 23.55, 'Umidade': 56.27, 'Pressao': 1015.03}
Ciclo 532: {'Temperatura': 27.01, 'Umidade': 43.74, 'Pressao': 1005.27}
Ciclo 533: {'Temperatura': 24.36, 'Umidade': 44.53, 'Pressao': 1011.31}
Ciclo 534: {'Temperatura': 22.5, 'Umidade': 57.03, 'Pressao': 1000.21}
Ciclo 535: {'Temperatura': 23.04, 'Umidade': 58.25, 'Pressao': 1007.07}
Ciclo 536: {'Temperatura': 26.43, 'Umidade': 59.33, 'Pressao': 1008.07}
Ciclo 537: {'Temperatura': 22.47, 'Umidade': 47.25, 'Pressao': 1009.84}
Ciclo 538: {'Temperatura': 20.78, 'Umidade': 58.47, 'Pressao': 1009.29}
Ciclo 539: {'Temperatura': 22.01, 'Umidade': 57.73, 'Pressao': 1005.59}
Ciclo 540: {'Temperatura': 29.14, 'Umidade': 42.89, 'Pressao': 1006.87}
Ciclo 541: {'Temperatura': 26.57, 'Umidade': 57.68, 'Pressao': 1015.06}
Ciclo 542: {'Temperatura': 20.16, 'Umidade': 56.48, 'Pressao': 1005.09}
Ciclo 543: {'Temperatura': 21.96, 'Umidade': 58.9, 'Pressao': 1012.6}
Ciclo 544: {'Temperatura': 23.6, 'Umidade': 44.66, 'Pressao': 1005.76}
Ciclo 545: {'Temperatura': 29.56, 'Umidade': 49.8, 'Pressao': 1003.15}
Ciclo 546: {'Temperatura': 29.09, 'Umidade': 49.87, 'Pressao': 1018.63}
Ciclo 547: {'Temperatura': 21.78, 'Umidade': 44.76, 'Pressao': 1006.14}
Ciclo 548: {'Temperatura': 22.53, 'Umidade': 56.19, 'Pressao': 1018.57}
Ciclo 549: {'Temperatura': 29.7, 'Umidade': 42.6, 'Pressao': 1015.37}
Ciclo 550: {'Temperatura': 26.78, 'Umidade': 40.22, 'Pressao': 1013.01}
Ciclo 551: {'Temperatura': 25.06, 'Umidade': 58.78, 'Pressao': 1014.36}
Ciclo 552: {'Temperatura': 25.04, 'Umidade': 51.5, 'Pressao': 1003.63}
Ciclo 553: {'Temperatura': 20.97, 'Umidade': 43.62, 'Pressao': 1005.35}
Ciclo 554: {'Temperatura': 20.79, 'Umidade': 49.36, 'Pressao': 1002.94}
Ciclo 555: {'Temperatura': 20.42, 'Umidade': 56.1, 'Pressao': 1010.28}
Ciclo 556: {'Temperatura': 24.55, 'Umidade': 41.52, 'Pressao': 1004.05}
Ciclo 557: {'Temperatura': 25.84, 'Umidade': 54.91, 'Pressao': 1010.78}
Ciclo 558: {'Temperatura': 20.04, 'Umidade': 42.33, 'Pressao': 1001.1}
Ciclo 559: {'Temperatura': 20.46, 'Umidade': 46.31, 'Pressao': 1012.7}
Ciclo 560: {'Temperatura': 22.54, 'Umidade': 52.99, 'Pressao': 1003.48}
Ciclo 561: {'Temperatura': 27.67, 'Umidade': 47.39, 'Pressao': 1019.26}
Ciclo 562: {'Temperatura': 20.63, 'Umidade': 51.99, 'Pressao': 1012.69}
Ciclo 563: {'Temperatura': 23.36, 'Umidade': 48.53, 'Pressao': 1019.53}
Ciclo 564: {'Temperatura': 25.34, 'Umidade': 54.26, 'Pressao': 1000.26}
Ciclo 565: {'Temperatura': 26.21, 'Umidade': 55.6, 'Pressao': 1004.46}
Ciclo 566: {'Temperatura': 23.88, 'Umidade': 56.44, 'Pressao': 1001.03}
Ciclo 567: {'Temperatura': 29.99, 'Umidade': 44.61, 'Pressao': 1009.91}
Ciclo 568: {'Temperatura': 29.96, 'Umidade': 55.38, 'Pressao': 1005.59}
Ciclo 569: {'Temperatura': 20.47, 'Umidade': 45.29, 'Pressao': 1019.03}
Ciclo 570: {'Temperatura': 21.95, 'Umidade': 59.78, 'Pressao': 1009.93}
Ciclo 571: {'Temperatura': 25.17, 'Umidade': 59.54, 'Pressao': 1010.74}
Ciclo 572: {'Temperatura': 26.98, 'Umidade': 43.04, 'Pressao': 1011.3}
Ciclo 573: {'Temperatura': 26.67, 'Umidade': 41.64, 'Pressao': 1017.92}
Ciclo 574: {'Temperatura': 22.88, 'Umidade': 42.67, 'Pressao': 1019.99}
Ciclo 575: {'Temperatura': 29.16, 'Umidade': 59.22, 'Pressao': 1003.56}
Ciclo 576: {'Temperatura': 20.75, 'Umidade': 51.11, 'Pressao': 1008.93}
Ciclo 577: {'Temperatura': 28.25, 'Umidade': 41.32, 'Pressao': 1000.68}
Ciclo 578: {'Temperatura': 23.91, 'Umidade': 51.02, 'Pressao': 1012.38}
Ciclo 579: {'Temperatura': 22.74, 'Umidade': 53.65, 'Pressao': 1016.44}
Ciclo 580: {'Temperatura': 26.16, 'Umidade': 53.35, 'Pressao': 1015.24}
Ciclo 581: {'Temperatura': 21.51, 'Umidade': 53.95, 'Pressao': 1006.56}
Ciclo 582: {'Temperatura': 28.37, 'Umidade': 55.63, 'Pressao': 1017.58}
Ciclo 583: {'Temperatura': 26.2, 'Umidade': 48.71, 'Pressao': 1009.42}
Ciclo 584: {'Temperatura': 22.75, 'Umidade': 52.92, 'Pressao': 1008.5}
Ciclo 585: {'Temperatura': 21.7, 'Umidade': 55.8, 'Pressao': 1007.81}
Ciclo 586: {'Temperatura': 26.92, 'Umidade': 50.47, 'Pressao': 1002.05}
Ciclo 587: {'Temperatura': 20.46, 'Umidade': 48.74, 'Pressao': 1018.83}
Ciclo 588: {'Temperatura': 24.1, 'Umidade': 58.95, 'Pressao': 1012.68}
Ciclo 589: {'Temperatura': 25.0, 'Umidade': 55.6, 'Pressao': 1014.42}
Ciclo 590: {'Temperatura': 29.24, 'Umidade': 40.54, 'Pressao': 1002.83}
Ciclo 591: {'Temperatura': 29.74, 'Umidade': 46.45, 'Pressao': 1006.92}
Ciclo 592: {'Temperatura': 26.63, 'Umidade': 41.86, 'Pressao': 1002.36}
